date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:05:17	447/447	---M--	200	added ('OK')	image/jpeg	etag:%22874236-1bf-3eb89c74%22	www.rpmanager.com/images/siteMiddleShortS_06.jpg	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/images/siteMiddleShortS_06.jpg	(from www.rpmanager.com/news.htm)
16:05:17	7531/7531	---M--	200	added ('OK')	text/html	etag:%2280203-1d6b-40eadeee%22	www.rpmanager.com/index.htm	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/index.htm	(from www.rpmanager.com/news.htm)
16:05:18	827/827	---M--	200	added ('OK')	image/jpeg	etag:%22874237-33b-3eb89c78%22	www.rpmanager.com/images/siteMiddleShortS_07.jpg	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/images/siteMiddleShortS_07.jpg	(from www.rpmanager.com/news.htm)
16:05:18	362/362	---M--	200	added ('OK')	image/jpeg	etag:%22874238-16a-3eb89c7d%22	www.rpmanager.com/images/siteMiddleShortS_08.jpg	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/images/siteMiddleShortS_08.jpg	(from www.rpmanager.com/news.htm)
16:05:18	421/421	---M--	200	added ('OK')	image/jpeg	etag:%22874239-1a5-3eb89c82%22	www.rpmanager.com/images/siteMiddleShortS_09.jpg	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/images/siteMiddleShortS_09.jpg	(from www.rpmanager.com/news.htm)
16:05:18	25465/25465	---M--	200	added ('OK')	image/jpeg	etag:%22874231-6379-3eb89c5c%22	www.rpmanager.com/images/siteMiddleShortS_01.jpg	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/images/siteMiddleShortS_01.jpg	(from www.rpmanager.com/news.htm)
16:05:22	25969/25969	---M--	200	added ('OK')	image/gif	etag:%226fc220-6571-41091c62%22	www.rpmanager.com/screenshots/Full/Atmos.gif	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/screenshots/Full/Atmos.gif	(from www.rpmanager.com/news.htm)
16:05:23	19550/19550	---M--	200	added ('OK')	text/html	etag:%2280220-4c5e-40ebeec4%22	www.rpmanager.com/testimonials.htm	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/testimonials.htm	(from www.rpmanager.com/news.htm)
16:05:24	30571/30571	---M--	200	added ('OK')	image/gif	etag:%22724209-776b-41091e6c%22	www.rpmanager.com/screenshots/3.13/VisibilitySetInspector.gif	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/screenshots/3.13/VisibilitySetInspector.gif	(from www.rpmanager.com/news.htm)
16:05:25	15797/15797	---M--	200	added ('OK')	image/gif	etag:%2255420c-3db5-40eadf12%22	www.rpmanager.com/screenshots/3.1Update/deadlineUI.gif	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/screenshots/3.1Update/deadlineUI.gif	(from www.rpmanager.com/news.htm)
16:05:26	52549/52549	---M--	200	added ('OK')	image/gif	etag:%22724207-cd45-41091c55%22	www.rpmanager.com/screenshots/3.13/finalRenderUI.gif	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/screenshots/3.13/finalRenderUI.gif	(from www.rpmanager.com/news.htm)
16:05:26	43928/43928	---M--	200	added ('OK')	image/gif	etag:%22724208-ab98-41091e68%22	www.rpmanager.com/screenshots/3.13/objectPropertyInspectorEditor.gif	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/screenshots/3.13/objectPropertyInspectorEditor.gif	(from www.rpmanager.com/news.htm)
16:05:27	10122/10122	---M--	200	added ('OK')	image/gif	etag:%22554209-278a-40eadf0f%22	www.rpmanager.com/screenshots/3.1Update/smedge.gif	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/screenshots/3.1Update/smedge.gif	(from www.rpmanager.com/news.htm)
16:05:27	20021/20021	---M--	200	added ('OK')	image/gif	etag:%22554208-4e35-40eadf0e%22	www.rpmanager.com/screenshots/3.1Update/rushUI.gif	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/screenshots/3.1Update/rushUI.gif	(from www.rpmanager.com/news.htm)
16:05:32	28907/28907	---M--	200	added ('OK')	image/gif	etag:%22870211-70eb-406985e9%22	www.rpmanager.com/screenshots/NewAutoOutputSetup.gif	E:/03_Scripting/maxScript/max%205/3ds%20to%20ae/rpmanager/rpmanager/www.rpmanager.com/screenshots/NewAutoOutputSetup.gif	(from www.rpmanager.com/news.htm)
